209,3rd roundabout lekki,eti-osa,6.4328954,3.4822047,ChIJ63mBhsn1OxARLxSASGwQbpk
210,4th roundabout lekki,eti-osa,6.436712099999999,3.5080826,ChIJz0krCn32OxARbNIEkfVjY68
211,chisco,eti-osa,6.4345402,3.4919558,ChIJ57msRdL1OxARILM0D7QgTdk
212,ilasan,eti-osa,6.4345159,3.4938991,ChIJpQSbv9P1OxARrfVgsAj8EcU
213,salem,eti-osa,6.4352302,3.4985608,ChIJI7cPpdX1OxAR_kksUB5n0MA
214,5th roundabout lekki,eti-osa,6.436712099999999,3.5080826,ChIJz0krCn32OxARbNIEkfVjY68
215,agungi,eti-osa,6.4378582,3.5166925,ChIJP0oT52H2OxARXidCqlbyCq8
216,6th roundabout lekki,eti-osa,6.4386801,3.521749,ChIJXy7HXfX2OxARChc4Nt0qcSE
217,igbo efon,eti-osa,6.4301409,3.5246271,ChIJiTYLefX2OxARDRjuXajpagI
218,kings guard,eti-osa,6.4406354,3.5295939,ChIJ18Dmnvf2OxARwJLgb9Ux1Ug
219,7th roundabout lekki,eti-osa,6.4412644,3.5307741,ChIJSddr1vn2OxARYIoldFdiBkU
220,chevron,eti-osa,6.441701500000001,3.5320079,ChIJuXnJDPn2OxARSN2GbM2EjGQ
221,tipper garrage,eti-osa,6.444054899999999,3.5379142,ChIJPy4NLvz2OxAROp9uEzVvats
222,2nd toll gate,eti-osa,6.4519414,3.5549408,ChIJVzATchH3OxARcyW-hPYDThk
223,total,eti-osa,6.447661,3.5457033,ChIJ-8chXwP3OxARb98E0ac0AiE
224,ikota,eti-osa,6.4519414,3.5549408,ChIJVzATchH3OxARcyW-hPYDThk
225,ilaje,eti-osa,6.465893599999999,3.5614452,ChIJWbSOXUf3OxARsW1rDktUg2c
226,ajah,eti-osa,6.4685881,3.5656482,ChIJPRBpc0b3OxAR7lEvy8fULGI
227,abraham adesanya estate,eti-osa,6.4685881,3.5656482,ChIJPRBpc0b3OxAR7lEvy8fULGI
228,nahco,ikeja,6.566457199999999,3.3214541,ChIJTZxtMx6OOxARWVS1Q1YqDYQ
229,ikeja bridge,ikeja,6.5817982,3.3413592,ChIJ0ag7tR2SOxARo0wS4u8ZAOk
230,iyana itire,mushin,6.5160679,3.3339751,ChIJ2z6PgoSOOxARRcxkrvOzB_s
231,yaba,lagos mainland,6.5124729,3.3704156,ChIJ4zBSlVqMOxAROjC8CPCZnXo
232,strabag,ikeja,6.5841123,3.3338034,ChIJQ0jM9_OROxARMKDSDlcHnP0
